Z,N,Mass Excess [MeV],Error,Estimated
32,33,-56.478216,0.002165,0
32,34,-61.607032,0.002401,0
32,35,-62.65823,0.004661,0
32,36,-66.978789,0.001876,0
32,37,-67.100663,0.001318,0
32,38,-70.561876,0.000838,0
32,39,-69.906497,0.000834,0
32,40,-72.5859,0.000076,0
32,41,-71.297523,0.000057,0
32,42,-73.422442,0.000013,0
32,43,-71.856965,0.000052,0
32,44,-73.212889,0.000018,0
32,45,-71.212862,0.000053,0
32,46,-71.86205,0.003536,0
32,47,-69.526592,0.037181,0
32,48,-69.535306,0.002054,0
32,49,-66.291687,0.002055,0
32,50,-65.415067,0.002241,0
32,51,-60.976435,0.002427,0
32,52,-58.148428,0.003171,0
32,53,-53.12342,0.003729,0
32,54,-49.399922,0.437802,0
32,55,-44.078,0.3,1
32,56,-40.138,0.4,1
32,57,-33.729,0.4,1
32,58,-29.221,0.5,1
33,27,-5.47,0.4,1
33,28,-16.9,0.3,1
33,29,-24.32,0.3,1
33,30,-33.5,0.2,1
33,31,-39.532,0.203,1
33,32,-46.937051,0.084766,0
33,33,-52.025077,0.005682,0
33,34,-56.587225,0.000443,0
33,35,-58.894519,0.001846,0
33,36,-63.112171,0.031999,0
33,37,-64.341876,0.050007,0
33,38,-67.893097,0.004167,0
33,39,-68.229798,0.004083,0
33,40,-70.952747,0.003853,0
33,41,-70.860054,0.001693,0
33,42,-73.034195,0.000884,0
33,43,-72.291377,0.000886,0
33,44,-73.916318,0.001693,0
33,45,-72.81694,0.009781,0
33,46,-73.636049,0.005328,0
33,47,-72.214493,0.003333,0
33,48,-72.533304,0.002644,0
33,49,-70.105419,0.003729,0
33,50,-69.669323,0.002799,0
33,51,-65.85356,0.003171,0
33,52,-63.189144,0.003078,0
33,53,-58.962142,0.00345,0
33,54,-55.617907,0.002985,0
33,55,-50.72,0.196,1
33,56,-46.798,0.298,1
33,57,-41.33,0.4,1
33,58,-36.896,0.4,1
33,59,-30.981,0.5,1
34,30,-26.7,0.503,1
34,31,-33.02,0.3,1
34,32,-41.66,0.2,1
34,33,-46.580289,0.067068,0
34,34,-54.189441,0.000496,0
34,35,-56.434706,0.00149,0
34,36,-61.929891,0.001584,0
34,37,-63.146507,0.002794,0
34,38,-67.86818,0.001956,0
34,39,-68.227387,0.007424,0
34,40,-72.213201,0.000015,0
34,41,-72.169481,0.000073,0
34,42,-75.25195,0.000016,0
34,43,-74.599488,0.000062,0
34,44,-77.025944,0.000179,0
34,45,-75.917459,0.000223,0
34,46,-77.759457,0.000963,0
34,47,-76.388988,0.000992,0
34,48,-77.593882,0.000467,0
34,49,-75.34053,0.003036,0
34,50,-75.947721,0.001961,0
34,51,-72.413636,0.002613,0
34,52,-70.503167,0.00252,0
34,53,-66.426125,0.002241,0
34,54,-63.884195,0.003357,0
34,55,-58.992391,0.003729,0
34,56,-55.800217,0.329749,0
34,57,-50.580124,0.433145,0
34,58,-46.724,0.4,1
34,59,-40.716,0.4,1
34,60,-36.803,0.5,1
34,61,-30.46,0.5,1
35,32,-32.79,0.4,1
35,33,-38.791,0.259,1
35,34,-46.25947,0.042003,0
35,35,-51.425619,0.014904,0
35,36,-56.502418,0.005402,0
35,37,-59.061743,0.001025,0
35,38,-63.647475,0.007266,0
35,39,-65.288153,0.005835,0
35,40,-69.107009,0.004285,0
35,41,-70.289068,0.009322,0
35,42,-73.234809,0.002811,0
35,43,-73.45216,0.00358,0
35,44,-76.068035,0.001021,0
35,45,-75.888993,0.001012,0
35,46,-77.977034,0.000978,0
35,47,-77.498661,0.000971,0
35,48,-79.013709,0.003795,0
35,49,-77.783084,0.02573,0
35,50,-78.575469,0.003078,0
35,51,-75.632252,0.003078,0
35,52,-73.891676,0.003171,0
35,53,-70.715959,0.003171,0
35,54,-68.274263,0.003264,0
35,55,-64.000298,0.003357,0
35,56,-61.107294,0.003544,0
35,57,-56.232805,0.006709,0
35,58,-52.89023,0.430816,0
35,59,-47.4,0.3,1
35,60,-43.771,0.298,1
35,61,-38.163,0.298,1
35,62,-34.055,0.401,1
35,63,-28.25,0.4,1
36,33,-32.435,0.401,1
36,34,-41.1,0.2,1
36,35,-46.327205,0.128769,0
36,36,-53.940575,0.008011,0
36,37,-56.551751,0.006578,0
36,38,-62.331836,0.002013,0
36,39,-64.323624,0.008104,0
36,40,-69.013714,0.004013,0
36,41,-70.169443,0.001956,0
36,42,-74.178275,0.000307,0
36,43,-74.442257,0.003486,0
36,44,-77.893346,0.000691,0
36,45,-77.696181,0.001074,0
36,46,-80.59178515,0.0000054,0
36,47,-79.990633,0.000009,0
36,48,-82.4393351,0.0000037,0
36,49,-81.480331,0.002,0
36,50,-83.26566564,0.0000036,0
36,51,-80.709522,0.000246,0
36,52,-79.691286,0.002608,0
36,53,-76.535785,0.002142,0
36,54,-74.95925,0.001863,0
36,55,-70.973965,0.002236,0
36,56,-68.76932,0.002701,0
36,57,-64.135994,0.002515,0
36,58,-61.347772,0.012109,0
36,59,-56.158913,0.01863,0
36,60,-53.079678,0.020493,0
36,61,-47.423492,0.130409,0
36,62,-44.311,0.298,1
36,63,-38.759,0.401,1
36,64,-35.052,0.401,1
36,65,-29.128,0.503,1
37,34,-32.06,0.4,1
37,35,-38.33,0.5,1
37,36,-46.082,0.2,1
37,37,-51.916009,0.003027,0
37,38,-57.218694,0.00118,0
37,39,-60.479081,0.000938,0
37,40,-64.830492,0.001304,0
37,41,-66.935419,0.003237,0
37,42,-70.802985,0.002142,0
37,43,-72.175467,0.001863,0
37,44,-75.45667,0.004904,0
37,45,-76.187803,0.003009,0
37,46,-79.07063,0.002329,0
37,47,-79.758964,0.002194,0
37,48,-82.1673305,0.0000049,0
37,49,-82.746993,0.0002,0
37,50,-84.597791,0.000006,0
37,51,-82.608995,0.000159,0
37,52,-81.712388,0.005427,0
37,53,-79.364404,0.006484,0
37,54,-77.745037,0.007801,0
37,55,-74.772438,0.006123,0
37,56,-72.619901,0.00783,0
37,57,-68.562785,0.002029,0
37,58,-65.891493,0.020245,0
37,59,-61.354349,0.003353,0
37,60,-58.519137,0.001912,0
37,61,-54.369146,0.016083,0
37,62,-51.121143,0.004031,0
37,63,-46.247064,0.019561,0
37,64,-42.845,0.2,1
37,65,-37.707,0.298,1
37,66,-33.608,0.401,1
38,35,-31.95,0.401,1
38,36,-40.827,0.1,1
38,37,-46.618694,0.220003,0
38,38,-54.247639,0.034465,0
38,39,-57.803436,0.007918,0
38,40,-63.173941,0.007452,0
38,41,-65.476889,0.008383,0
38,42,-70.311459,0.003464,0
38,43,-71.528125,0.003128,0
38,44,-76.010053,0.005992,0
38,45,-76.797606,0.006834,0
38,46,-80.64957,0.001243,0
38,47,-81.10328,0.002813,0
38,48,-84.52308935,0.0000052,0
38,49,-84.88006595,0.0000051,0
38,50,-87.92161793,0.0000055,0
38,51,-86.209017,0.000092,0
38,52,-85.948127,0.002124,0
38,53,-83.651927,0.005453,0
38,54,-82.867361,0.003423,0
38,55,-80.085838,0.007554,0
38,56,-78.845711,0.001663,0
38,57,-75.119551,0.005812,0
38,58,-72.924157,0.008475,0
38,59,-68.581454,0.003385,0
38,60,-66.423104,0.003226,0
38,61,-62.521401,0.004741,0
38,62,-59.820903,0.00716,0
38,63,-55.324907,0.00848,0
38,64,-52.159304,0.067068,0
38,65,-47.422,0.196,1
38,66,-44.106,0.298,1
38,67,-38.61,0.503,1
38,68,-34.79,0.6,1
38,69,-28.9,0.7,1
39,36,-31.82,0.3,1
39,37,-38.48,0.3,1
39,38,-46.439,0.203,1
39,39,-52.173,0.298,1
39,40,-57.817833,0.079177,0
39,41,-61.148152,0.006242,0
39,42,-65.712912,0.005405,0
39,43,-68.064091,0.005499,0
39,44,-72.205665,0.018631,0
39,45,-73.894431,0.004299,0
39,46,-77.842123,0.018965,0
39,47,-79.283089,0.014142,0
39,48,-83.018376,0.001128,0
39,49,-84.299018,0.0015,0
39,50,-87.708352,0.001612,0
39,51,-86.494062,0.001611,0
39,52,-86.351295,0.001843,0
39,53,-84.816492,0.009127,0
39,54,-84.227157,0.010488,0
39,55,-82.351463,0.00638,0
39,56,-81.208848,0.006779,0
39,57,-78.335895,0.006088,0
39,58,-76.121424,0.006719,0
39,59,-72.294777,0.007929,0
39,60,-70.649825,0.006627,0
39,61,-67.327396,0.011186,0
39,62,-65.061002,0.007092,0
39,63,-61.173177,0.004077,0
39,64,-58.457575,0.011204,0
39,65,-54.064,0.401,1
39,66,-51.270361,1.336694,0
39,67,-46.053,0.503,1
39,68,-42.364,0.503,1
39,69,-37.297,0.596,1
39,70,-33.2,0.7,1
40,37,-32.04,0.4,1
40,38,-40.85,0.4,1
40,39,-46.77,0.3,1
40,40,-54.36,0.3,1
40,41,-57.460139,0.094081,0
40,42,-63.631287,0.011178,0
40,43,-65.911654,0.00643,0
40,44,-71.421686,0.005499,0
40,45,-73.175189,0.00643,0
40,46,-77.969014,0.003566,0
40,47,-79.347137,0.004146,0
40,48,-83.628871,0.005403,0
40,49,-84.875561,0.003083,0
40,50,-88.772535,0.000118,0
40,51,-87.895566,0.000105,0
40,52,-88.459028,0.000102,0
40,53,-87.122032,0.000457,0
40,54,-87.269322,0.000164,0
40,55,-85.65994,0.000869,0
40,56,-85.438846,0.000114,0
40,57,-82.942661,0.000414,0
40,58,-81.286709,0.008451,0
40,59,-77.620617,0.010502,0
40,60,-76.377437,0.008149,0
40,61,-73.165957,0.008339,0
40,62,-71.587707,0.008767,0
40,63,-67.815334,0.009232,0
40,64,-65.72406,0.009325,0
40,65,-61.464734,0.012118,0
40,66,-58.549987,0.433145,0
40,67,-54.379688,1.12245,0
40,68,-51.353,0.401,1
40,69,-46.193,0.503,1
40,70,-42.886,0.596,1
40,71,-37.56,0.7,1
40,72,-33.81,0.7,1
41,38,-31.65,0.5,1
41,39,-38.42,0.4,1
41,40,-46.36,0.4,1
41,41,-52.09,0.3,1
41,42,-57.556083,0.150902,0
41,43,-61.218717,0.013041,0
41,44,-66.279676,0.004099,0
41,45,-69.134054,0.005499,0
41,46,-73.874486,0.006802,0
41,47,-76.173586,0.05881,0
41,48,-80.625209,0.023631,0
41,49,-82.661519,0.003317,0
41,50,-86.638001,0.002926,0
41,51,-86.453292,0.001785,0
41,52,-87.212838,0.001491,0
41,53,-86.369062,0.001491,0
41,54,-86.786258,0.000508,0
41,55,-85.602816,0.000147,0
41,56,-85.605776,0.004249,0
41,57,-83.524598,0.005001,0
41,58,-82.335341,0.012004,0
41,59,-79.797399,0.007986,0
41,60,-78.891491,0.003749,0
41,61,-76.304544,0.002545,0
41,62,-75.028671,0.003935,0
41,63,-71.819012,0.002737,0
41,64,-69.915551,0.004028,0
41,65,-66.203357,0.004122,0
41,66,-63.72381,0.008023,0
41,67,-59.545765,0.008237,0
41,68,-56.689794,0.25849,0
41,69,-52.309909,0.838345,0
41,70,-48.875,0.298,1
41,71,-44.274,0.298,1
41,72,-40.511,0.401,1
41,73,-35.387,0.503,1
41,74,-31.354,0.503,1
42,39,-31.75,0.5,1
42,40,-40.37,0.4,1
42,41,-46.34,0.401,1
42,42,-54.17,0.298,1
42,43,-57.509753,0.015835,0
42,44,-64.110245,0.003726,0
42,45,-66.884808,0.002857,0
42,46,-72.686544,0.003819,0
42,47,-75.014935,0.003912,0
42,48,-80.172503,0.003463,0
42,49,-82.208821,0.006238,0
42,50,-86.808576,0.000157,0
42,51,-86.807069,0.000181,0
42,52,-88.414065,0.000141,0
42,53,-87.711858,0.000123,0
42,54,-88.794876,0.00012,0
42,55,-87.544691,0.000165,0
42,56,-88.115972,0.000174,0
42,57,-85.970098,0.000229,0
42,58,-86.193025,0.000302,0
42,59,-83.519949,0.000309,0
42,60,-83.566061,0.008312,0
42,61,-80.96067,0.009232,0
42,62,-80.349968,0.008921,0
42,63,-77.337141,0.009065,0
42,64,-76.134528,0.00914,0
42,65,-72.55156,0.009233,0
42,66,-70.755942,0.009233,0
42,67,-66.665996,0.011188,0
42,68,-64.542585,0.024223,0
42,69,-59.939761,0.012578,0
42,70,-57.464,0.196,1
42,71,-52.49,0.3,1
42,72,-49.807,0.298,1
42,73,-44.749,0.401,1
42,74,-41.5,0.5,1
42,75,-36.17,0.5,1
42,76,-32.63,0.5,1
43,40,-31.32,0.5,1
43,41,-37.7,0.4,1
43,42,-45.85,0.4,1
43,43,-51.57,0.3,1
43,44,-57.690044,0.004192,0
43,45,-61.681315,0.149039,0
43,46,-67.394848,0.003819,0
43,47,-70.724687,0.001025,0
43,48,-75.986646,0.002363,0
43,49,-78.925693,0.003102,0
43,50,-83.606106,0.001012,0
43,51,-84.158317,0.004071,0
43,52,-86.021341,0.00508,0
43,53,-85.821634,0.005146,0
43,54,-87.224424,0.004118,0
43,55,-86.432205,0.00338,0
43,56,-87.327862,0.000908,0
43,57,-86.020945,0.001351,0
43,58,-86.344594,0.024004,0
43,59,-84.572878,0.009166,0
43,60,-84.603867,0.00981,0
43,61,-82.503444,0.024888,0
43,62,-82.290088,0.035264,0
43,63,-79.776223,0.01225,0
43,64,-78.749914,0.008673,0
43,65,-75.922778,0.008769,0
43,66,-74.282775,0.009669,0
43,67,-71.03451,0.009497,0
43,68,-69.024622,0.010581,0
43,69,-65.258938,0.005515,0
43,70,-62.811541,0.003353,0
43,71,-58.600288,0.433145,0
43,72,-56.31999,0.789441,0
43,73,-51.456,0.298,1
43,74,-48.382,0.401,1
43,75,-43.79,0.401,1
43,76,-40.371,0.503,1
43,77,-35.518,0.503,1
43,78,-31.78,0.5,1
44,41,-30.95,0.5,1
44,42,-39.77,0.4,1
44,43,-45.52,0.4,1
44,44,-54.34,0.3,1
44,45,-58.26,0.298,1
44,46,-64.883792,0.00373,0
44,47,-68.239823,0.002221,0
44,48,-74.301201,0.002718,0
44,49,-77.216713,0.002065,0
44,50,-82.583591,0.003143,0
44,51,-83.457745,0.009502,0
44,52,-86.080372,0.00017,0
44,53,-86.120552,0.002763,0
44,54,-88.224858,0.006463,0
44,55,-87.625381,0.000344,0
44,56,-89.227389,0.000343,0
44,57,-87.958114,0.000415,0
44,58,-89.106437,0.000418,0
44,59,-87.267171,0.000443,0
44,60,-88.09571,0.002498,0
44,61,-85.93449,0.002499,0
44,62,-86.323223,0.005391,0
44,63,-83.862512,0.008673,0
44,64,-83.66135,0.00868,0
44,65,-80.738401,0.008954,0
44,66,-80.072576,0.008924,0
44,67,-76.785271,0.009682,0
44,68,-75.630818,0.009599,0
44,69,-71.868119,0.036875,0
44,70,-70.221811,0.00355,0
44,71,-66.189734,0.088496,0
44,72,-64.068909,0.003726,0
44,73,-59.489865,0.433145,0
44,74,-57.26,0.2,1
44,75,-52.564,0.298,1
44,76,-50.012,0.401,1
44,77,-45.047,0.401,1
44,78,-42.15,0.5,1
44,79,-37.08,0.5,1
44,80,-33.96,0.6,1
45,43,-36.86,0.4,1
45,44,-45.861,0.361,1
45,45,-51.7,0.3,1
45,46,-58.57,0.298,1
45,47,-62.999087,0.004378,0
45,48,-69.0118,0.002629,0
45,49,-72.907613,0.003379,0
45,50,-78.340606,0.003886,0
45,51,-79.687718,0.010001,0
45,52,-82.597552,0.035463,0
45,53,-83.175205,0.011906,0
45,54,-85.5813,0.006697,0
45,55,-85.591126,0.018125,0
45,56,-87.412416,0.005841,0
45,57,-86.783318,0.00641,0
45,58,-88.031708,0.002301,0
45,59,-86.959348,0.002303,0
45,60,-87.851243,0.002502,0
45,61,-86.362627,0.00539,0
45,62,-86.863703,0.012051,0
45,63,-85.031721,0.013996,0
45,64,-84.999455,0.004039,0
45,65,-82.828686,0.017805,0
45,66,-82.304452,0.00685,0
45,67,-79.731503,0.044085,0
45,68,-78.767536,0.00713,0
45,69,-75.710625,0.071561,0
45,70,-74.229831,0.007316,0
45,71,-70.736122,0.073832,0
45,72,-68.897373,0.008892,0
45,73,-64.88746,0.024235,0
45,74,-62.822794,0.009315,0
45,75,-58.815,0.196,1
45,76,-56.250128,0.619444,0
45,77,-52.08,0.3,1
45,78,-49.36,0.4,1
45,79,-44.89,0.4,1
45,80,-42,0.5,1
45,81,-37.3,0.5,1
45,82,-34.03,0.6,1
46,44,-39.71,0.4,1
46,45,-45.93,0.401,1
46,46,-54.58,0.3,1
46,47,-59.001,0.3,1
46,48,-66.102268,0.004287,0
46,49,-69.9659,0.003031,0
46,50,-76.183406,0.004194,0
46,51,-77.805843,0.004844,0
46,52,-81.320975,0.004742,0
46,53,-82.182651,0.004981,0
46,54,-85.212778,0.017638,0
46,55,-85.432132,0.004588,0
46,56,-87.903171,0.000554,0
46,57,-87.457189,0.00095,0
46,58,-89.395105,0.001336,0
46,59,-88.417888,0.001138,0
46,60,-89.907527,0.001106,0
46,61,-88.372639,0.001201,0
46,62,-89.524206,0.001108,0
46,63,-87.606476,0.001114,0
46,64,-88.330905,0.000612,0
46,65,-85.985888,0.000731,0
46,66,-86.321562,0.006544,0
46,67,-83.591092,0.006945,0
46,68,-83.490943,0.006945,0
46,69,-80.426386,0.013546,0
46,70,-79.831635,0.007132,0
46,71,-76.424477,0.007252,0
46,72,-75.388746,0.002491,0
46,73,-71.407902,0.008245,0
46,74,-70.28005,0.002291,0
46,75,-66.182329,0.003353,0
46,76,-64.616161,0.019561,0
46,77,-60.429742,0.789441,0
46,78,-58.39,0.298,1
46,79,-54.12,0.4,1
46,80,-51.86,0.4,1
46,81,-47.18,0.5,1
46,82,-44.49,0.5,1
46,83,-37.61,0.6,1
47,45,-37.13,0.5,1
47,46,-46.267,0.401,1
47,47,-52.41,0.4,1
47,48,-59.597,0.298,1
47,49,-64.511636,0.090084,0
47,50,-70.825843,0.110107,0
47,51,-73.066415,0.032907,0
47,52,-76.712473,0.006265,0
47,53,-78.137959,0.005,0
47,54,-81.334374,0.004838,0
47,55,-82.246691,0.008171,0
47,56,-84.802692,0.004099,0
47,57,-85.116452,0.004217,0
47,58,-87.070836,0.004544,0
47,59,-86.942383,0.003016,0
47,60,-88.40667,0.002382,0
47,61,-87.606763,0.002388,0
47,62,-88.719426,0.001287,0
47,63,-87.457302,0.001286,0
47,64,-88.215447,0.001459,0
47,65,-86.583718,0.002422,0
47,66,-87.026822,0.016643,0
47,67,-84.9308,0.004564,0
47,68,-84.982654,0.018268,0
47,69,-82.542653,0.00326,0
47,70,-82.182014,0.013572,0
47,71,-79.553792,0.002515,0
47,72,-78.645765,0.014703,0
47,73,-75.651502,0.004471,0
47,74,-74.402821,0.012109,0
47,75,-71.106108,0.038191,0
47,76,-69.548078,0.030739,0
47,77,-66.200134,0.251503,0
47,78,-64.519932,0.433145,0
47,79,-60.68,0.2,1
47,80,-58.44,0.2,1
47,81,-54.62,0.3,1
47,82,-51.98,0.4,1
47,83,-45.697,0.5,1
47,84,-40.38,0.5,1
47,85,-33.79,0.5,1
48,46,-40.14,0.5,1
48,47,-46.631,0.401,1
48,48,-55.573,0.401,1
48,49,-60.454,0.298,1
48,50,-67.636415,0.051797,0
48,51,-69.931123,0.001584,0
48,52,-74.194596,0.001677,0
48,53,-75.836456,0.00149,0
48,54,-79.659691,0.001662,0
48,55,-80.651616,0.001811,0
48,56,-83.96838,0.001673,0
48,57,-84.333839,0.001392,0
48,58,-87.132138,0.001104,0
48,59,-86.990261,0.001665,0
48,60,-89.252414,0.001123,0
48,61,-88.504321,0.001536,0
48,62,-90.347969,0.00038,0
48,63,-89.252247,0.000357,0
48,64,-90.574859,0.00025,0
48,65,-89.043284,0.000244,0
48,66,-90.014932,0.000276,0
48,67,-88.084479,0.000651,0
48,68,-88.71248,0.00016,0
48,69,-86.418389,0.001013,0
48,70,-86.701641,0.020001,0
48,71,-83.977068,0.037695,0
48,72,-83.957354,0.003726,0
48,73,-81.073826,0.001942,0
48,74,-80.612374,0.002299,0
48,75,-77.414181,0.002696,0
48,76,-76.701672,0.002995,0
48,77,-73.348095,0.002885,0
48,78,-72.256802,0.002476,0
48,79,-68.747402,0.012109,0
48,80,-67.24189,0.007244,0
48,81,-63.058046,0.016767,0
48,82,-61.117589,0.022356,0
48,83,-55.218965,0.102464,0
48,84,-50.263,0.196,1
48,85,-43.92,0.298,1
48,86,-38.92,0.4,1
49,47,-37.89,0.5,1
49,48,-47.189,0.401,1
49,49,-53.896,0.298,1
49,50,-61.376,0.298,1
49,51,-64.312972,0.182519,0
49,52,-68.614,0.196,1
49,53,-70.694884,0.004573,0
49,54,-74.632591,0.009625,0
49,55,-76.182665,0.005775,0
49,56,-79.640572,0.010246,0
49,57,-80.608134,0.012226,0
49,58,-83.564261,0.011125,0
49,59,-84.119819,0.008641,0
49,60,-86.489511,0.003969,0
49,61,-86.469969,0.011553,0
49,62,-88.392043,0.003424,0
49,63,-87.990131,0.004251,0
49,64,-89.367117,0.000188,0
49,65,-88.569801,0.000301,0
49,66,-89.536346,0.000012,0
49,67,-88.249749,0.00022,0
49,68,-88.943042,0.004881,0
49,69,-87.228211,0.007752,0
49,70,-87.699281,0.007307,0
49,71,-85.728369,0.04001,0
49,72,-85.835974,0.027414,0
49,73,-83.572741,0.050057,0
49,74,-83.430353,0.019827,0
49,75,-80.870201,0.030572,0
49,76,-80.476805,0.027023,0
49,77,-77.772908,0.026921,0
49,78,-76.896184,0.021157,0
49,79,-74.145941,0.153479,0
49,80,-72.83772,0.002693,0
49,81,-69.883206,0.038046,0
49,82,-68.02503,0.002701,0
49,83,-62.411542,0.060033,0
49,84,-57.464,0.196,1
49,85,-51.661,0.298,1
49,86,-46.528,0.401,1
49,87,-40.51,0.4,1
49,88,-35.04,0.5,1
50,49,-47.944,0.503,1
50,50,-57.282972,0.301518,0
50,51,-60.305626,0.300005,0
50,52,-64.934884,0.100105,0
50,53,-66.972591,0.070659,0
50,54,-71.627047,0.005745,0
50,55,-73.337992,0.003971,0
50,56,-77.353687,0.005091,0
50,57,-78.512228,0.00531,0
50,58,-82.069938,0.005382,0
50,59,-82.630184,0.007949,0
50,60,-85.841983,0.013777,0
50,61,-85.938587,0.005336,0
50,62,-88.655056,0.000294,0
50,63,-88.328132,0.001575,0
50,64,-90.559723,0.000029,0
50,65,-90.033835,0.000015,0
50,66,-91.52597,0.000096,0
50,67,-90.397751,0.000483,0
50,68,-91.652853,0.000499,0
50,69,-90.065022,0.000725,0
50,70,-91.098369,0.000896,0
50,71,-89.197265,0.000955,0
50,72,-89.941333,0.002395,0
50,73,-87.816181,0.002416,0
50,74,-88.234193,0.001014,0
50,75,-85.896376,0.001033,0
50,76,-86.01524,0.010447,0
50,77,-83.470803,0.010057,0
